name,number,nation,appearances,goals,assists,shots,big_chances_created,clean_sheets,saves,goals_conceded,player_image,nation_flag,team,position
Zach Abbott,44,England,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague/photos/players/110x140/p549067.png,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,Nottingham Forest,Defender
Nikola Milenkovic,31,Serbia,28,4,2,0,0,12,0,0,https://resources.premierleague.com/premierleague/photos/players/110x140/p227444.png,https://resources.premierleague.com/premierleague/flags/RS.png,Nottingham Forest,Defender
Álex Moreno,19,Spain,13,0,1,0,0,1,0,0,https://resources.premierleague.com/premierleague/photos/players/110x140/p106468.png,https://resources.premierleague.com/premierleague/flags/ES.png,Nottingham Forest,Defender
Morato,4,Brazil,20,0,0,0,0,3,0,0,https://resources.premierleague.com/premierleague/photos/players/110x140/p485047.png,https://resources.premierleague.com/premierleague/flags/BR.png,Nottingham Forest,Defender
Morgan Gibbs-White,10,England,25,5,7,0,8,0,0,0,https://resources.premierleague.com/premierleague/photos/players/110x140/p222531.png,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,Nottingham Forest,Midfielder
Ryan Yates,22,England,26,2,0,0,0,0,0,0,https://resources.premierleague.com/premierleague/photos/players/110x140/p204968.png,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,Nottingham Forest,Midfielder
Danilo,28,Brazil,5,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague/photos/players/110x140/p513046.png,https://resources.premierleague.com/premierleague/flags/BR.png,Nottingham Forest,Midfielder
Midfielder,Cote,D’Ivoire,7,0,1,0,1,0,0,0,https://resources.premierleague.com/premierleague/photos/players/110x140/p210462.png,https://resources.premierleague.com/premierleague/flags/CI.png,Nottingham Forest,D’Ivoire
Nicolás Domínguez,16,Argentina,25,0,0,0,2,0,0,0,https://resources.premierleague.com/premierleague/photos/players/110x140/p250199.png,https://resources.premierleague.com/premierleague/flags/AR.png,Nottingham Forest,Midfielder
Elliot Anderson,8,England,28,1,6,0,6,0,0,0,https://resources.premierleague.com/premierleague/photos/players/110x140/p215379.png,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,Nottingham Forest,Midfielder
Taiwo Awoniyi,9,Nigeria,22,1,0,9,0,0,0,0,https://resources.premierleague.com/premierleague/photos/players/110x140/p210156.png,https://resources.premierleague.com/premierleague/flags/NG.png,Nottingham Forest,Forward
Forward,New,Zealand,29,18,3,53,0,0,0,0,https://resources.premierleague.com/premierleague/photos/players/110x140/p60689.png,https://resources.premierleague.com/premierleague/flags/NZ.png,Nottingham Forest,Zealand
Anthony Elanga,21,Sweden,29,5,8,33,0,0,0,0,https://resources.premierleague.com/premierleague/photos/players/110x140/p449434.png,https://resources.premierleague.com/premierleague/flags/SE.png,Nottingham Forest,Forward
Callum Hudson-Odoi,14,England,25,5,2,33,0,0,0,0,https://resources.premierleague.com/premierleague/photos/players/110x140/p209046.png,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,Nottingham Forest,Forward
Silva Moreira,17,Germany,2,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague/photos/players/110x140/p569014.png,https://resources.premierleague.com/premierleague/flags/DE.png,Nottingham Forest,Forward
Jota Silva,20,Portugal,25,2,1,17,0,0,0,0,https://resources.premierleague.com/premierleague/photos/players/110x140/p510500.png,https://resources.premierleague.com/premierleague/flags/PT.png,Nottingham Forest,Forward
Ramón Sosa,24,Paraguay,14,1,0,10,0,0,0,0,https://resources.premierleague.com/premierleague/photos/players/110x140/p502222.png,https://resources.premierleague.com/premierleague/flags/PY.png,Nottingham Forest,Forward
Joel,Ndala,England,0,0,0,Chances,0,0,0,0,https://resources.premierleague.com/premierleague/photos/players/110x140/Photo-Missing.png,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,Nottingham Forest,Forward
Alex McCarthy,1,England,5,0,0,0,0,0,24,13,https://resources.premierleague.com/premierleague/photos/players/110x140/p58376.png,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,Southampton,Goalkeeper
Joe Lumley,13,England,3,0,0,0,0,0,13,7,https://resources.premierleague.com/premierleague/photos/players/110x140/p167888.png,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,Southampton,Goalkeeper
Aaron Ramsdale,30,England,21,0,0,0,0,2,91,50,https://resources.premierleague.com/premierleague/photos/players/110x140/p225321.png,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,Southampton,Goalkeeper
Kyle Walker-Peters,2,England,27,0,2,0,0,2,0,0,https://resources.premierleague.com/premierleague/photos/players/110x140/p158534.png,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,Southampton,Defender
Ryan Manning,3,Ireland,17,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague/photos/players/110x140/p204863.png,https://resources.premierleague.com/premierleague/flags/IE.png,Southampton,Defender
James Bree,14,England,14,0,1,0,0,0,0,0,https://resources.premierleague.com/premierleague/photos/players/110x140/p184386.png,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,Southampton,Defender
Juan Larios,28,Spain,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague/photos/players/110x140/p515571.png,https://resources.premierleague.com/premierleague/flags/ES.png,Southampton,Defender
Jan Bednarek,35,Poland,23,2,0,0,0,2,0,0,https://resources.premierleague.com/premierleague/photos/players/110x140/p171771.png,https://resources.premierleague.com/premierleague/flags/PL.png,Southampton,Defender
Armel Bella-Kotchap,37,Germany,4,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague/photos/players/110x140/p477386.png,https://resources.premierleague.com/premierleague/flags/DE.png,Southampton,Defender
Taylor Harwood-Bellis,6,England,26,1,0,0,0,2,0,0,https://resources.premierleague.com/premierleague/photos/players/110x140/p245719.png,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,Southampton,Defender
Charlie Taylor,21,England,7,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague/photos/players/110x140/p103914.png,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,Southampton,Defender
Nathan Wood,15,England,9,0,0,0,0,1,0,0,https://resources.premierleague.com/premierleague/photos/players/110x140/p244845.png,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,Southampton,Defender
Yukinari Sugawara,16,Japan,26,1,1,0,0,0,0,0,https://resources.premierleague.com/premierleague/photos/players/110x140/p219279.png,https://resources.premierleague.com/premierleague/flags/JP.png,Southampton,Defender
Jayden Moore,57,England,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague/photos/players/110x140/Photo-Missing.png,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,Southampton,Defender
Welington,34,Brazil,4,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague/photos/players/110x140/Photo-Missing.png,https://resources.premierleague.com/premierleague/flags/BR.png,Southampton,Defender
Joachim Kayi-Sanda,39,France,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague/photos/players/110x140/Photo-Missing.png,https://resources.premierleague.com/premierleague/flags/FR.png,Southampton,Defender
Joe Aribo,7,Nigeria,28,3,0,0,3,0,0,0,https://resources.premierleague.com/premierleague/photos/players/110x140/p193204.png,https://resources.premierleague.com/premierleague/flags/NG.png,Southampton,Midfielder
Will Smallbone,8,Ireland,12,1,0,0,0,0,0,0,https://resources.premierleague.com/premierleague/photos/players/110x140/p214466.png,https://resources.premierleague.com/premierleague/flags/IE.png,Southampton,Midfielder
Kamaldeen Sulemana,20,Ghana,17,1,0,0,1,0,0,0,https://resources.premierleague.com/premierleague/photos/players/110x140/p504783.png,https://resources.premierleague.com/premierleague/flags/GH.png,Southampton,Midfielder
Tyler Dibling,33,England,25,2,0,0,2,0,0,0,https://resources.premierleague.com/premierleague/photos/players/110x140/p496661.png,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,Southampton,Midfielder
Adam Lallana,10,England,14,0,2,0,1,0,0,0,https://resources.premierleague.com/premierleague/photos/players/110x140/p39155.png,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,Southampton,Midfielder
Flynn Downes,4,England,20,1,0,0,2,0,0,0,https://resources.premierleague.com/premierleague/photos/players/110x140/p220585.png,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,Southampton,Midfielder
Lesley Ugochukwu,26,France,18,0,1,0,0,0,0,0,https://resources.premierleague.com/premierleague/photos/players/110x140/p503714.png,https://resources.premierleague.com/premierleague/flags/FR.png,Southampton,Midfielder
Mateus Fernandes,18,Portugal,27,1,2,0,4,0,0,0,https://resources.premierleague.com/premierleague/photos/players/110x140/p551226.png,https://resources.premierleague.com/premierleague/flags/PT.png,Southampton,Midfielder
Romeo Akachukwu,54,Ireland,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague/photos/players/110x140/Photo-Missing.png,https://resources.premierleague.com/premierleague/flags/IE.png,Southampton,Midfielder
Ryan Fraser,24,Scotland,8,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague/photos/players/110x140/p90105.png,https://resources.premierleague.com/premierleague/flags/GB-SCT.png,Southampton,Midfielder
Cameron Bragg,40,England,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague/photos/players/110x140/Photo-Missing.png,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,Southampton,Midfielder
Albert Grønbæk,29,Denmark,4,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague/photos/players/110x140/Photo-Missing.png,https://resources.premierleague.com/premierleague/flags/DK.png,Southampton,Midfielder
Ross Stewart,11,Scotland,4,0,0,2,0,0,0,0,https://resources.premierleague.com/premierleague/photos/players/110x140/p230348.png,https://resources.premierleague.com/premierleague/flags/GB-SCT.png,Southampton,Forward
Paul Onuachu,32,Nigeria,19,3,1,25,0,0,0,0,https://resources.premierleague.com/premierleague/photos/players/110x140/p147611.png,https://resources.premierleague.com/premierleague/flags/NG.png,Southampton,Forward
Cameron Archer,19,England,26,2,0,26,0,0,0,0,https://resources.premierleague.com/premierleague/photos/players/110x140/p433979.png,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,Southampton,Forward
Jay Robinson,46,England,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague/photos/players/110x140/Photo-Missing.png,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,Southampton,Forward
Rento,Takaoka,Japan,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague/photos/players/110x140/Photo-Missing.png,https://resources.premierleague.com/premierleague/flags/JP.png,Southampton,Forward
Guglielmo Vicario,1,Italy,17,0,0,0,0,4,51,19,https://resources.premierleague.com/premierleague/photos/players/110x140/p184254.png,https://resources.premierleague.com/premierleague/flags/IT.png,Tottenham Hotspur,Goalkeeper
Fraser Forster,20,England,7,0,0,0,0,1,29,15,https://resources.premierleague.com/premierleague/photos/players/110x140/p40383.png,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,Tottenham Hotspur,Goalkeeper
Brandon Austin,40,England,1,0,0,0,0,0,2,2,https://resources.premierleague.com/premierleague/photos/players/110x140/p214572.png,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,Tottenham Hotspur,Goalkeeper
Alfie Whiteman,41,England,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague/photos/players/110x140/p175941.png,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,Tottenham Hotspur,Goalkeeper
Goalkeeper,Czech,Republic,4,0,0,0,0,1,11,7,https://resources.premierleague.com/premierleague/photos/players/110x140/p485055.png,https://resources.premierleague.com/premierleague/flags/CZ.png,Tottenham Hotspur,Republic
Lize,Kop,Netherlands,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague/photos/players/110x140/Photo-Missing.png,https://resources.premierleague.com/premierleague/flags/NL.png,Tottenham Hotspur,Goalkeeper
Sergio Reguilón,3,Spain,3,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague/photos/players/110x140/Photo-Missing.png,https://resources.premierleague.com/premierleague/flags/ES.png,Tottenham Hotspur,Defender
Cristian Romero,17,Argentina,14,1,0,0,0,2,0,0,https://resources.premierleague.com/premierleague/photos/players/110x140/p221632.png,https://resources.premierleague.com/premierleague/flags/AR.png,Tottenham Hotspur,Defender
Pedro Porro,23,Spain,28,2,5,0,0,5,0,0,https://resources.premierleague.com/premierleague/photos/players/110x140/p441164.png,https://resources.premierleague.com/premierleague/flags/ES.png,Tottenham Hotspur,Defender
Djed Spence,24,England,16,1,1,0,0,2,0,0,https://resources.premierleague.com/premierleague/photos/players/110x140/p232859.png,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,Tottenham Hotspur,Defender
Ben Davies,33,Wales,9,0,0,0,0,3,0,0,https://resources.premierleague.com/premierleague/photos/players/110x140/p115556.png,https://resources.premierleague.com/premierleague/flags/GB-WLS.png,Tottenham Hotspur,Defender
de Ven,37,Netherlands,10,0,2,0,0,1,0,0,https://resources.premierleague.com/premierleague/photos/players/110x140/p491279.png,https://resources.premierleague.com/premierleague/flags/NL.png,Tottenham Hotspur,Defender
Destiny Udogie,13,Italy,22,0,1,0,0,0,0,0,https://resources.premierleague.com/premierleague/photos/players/110x140/p487053.png,https://resources.premierleague.com/premierleague/flags/IT.png,Tottenham Hotspur,Defender
Radu Dragusin,6,Romania,16,0,0,0,0,2,0,0,https://resources.premierleague.com/premierleague/photos/players/110x140/p493125.png,https://resources.premierleague.com/premierleague/flags/RO.png,Tottenham Hotspur,Defender
Dante Cassanova,59,Jamaica,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague/photos/players/110x140/Photo-Missing.png,https://resources.premierleague.com/premierleague/flags/JM.png,Tottenham Hotspur,Defender
Malachi Hardy,79,England,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague/photos/players/110x140/p611920.png,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,Tottenham Hotspur,Defender
Kevin Danso,4,Austria,4,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague/photos/players/110x140/p135720.png,https://resources.premierleague.com/premierleague/flags/AT.png,Tottenham Hotspur,Defender
Yves Bissouma,8,Mali,22,2,0,0,0,0,0,0,https://resources.premierleague.com/premierleague/photos/players/110x140/p227127.png,https://resources.premierleague.com/premierleague/flags/ML.png,Tottenham Hotspur,Midfielder
Dejan Kulusevski,21,Sweden,27,7,4,0,9,0,0,0,https://resources.premierleague.com/premierleague/photos/players/110x140/p445044.png,https://resources.premierleague.com/premierleague/flags/SE.png,Tottenham Hotspur,Midfielder
Pape Sarr,29,Senegal,27,3,2,0,1,0,0,0,https://resources.premierleague.com/premierleague/photos/players/110x140/p482442.png,https://resources.premierleague.com/premierleague/flags/SN.png,Tottenham Hotspur,Midfielder
Rodrigo Bentancur,30,Uruguay,19,2,0,0,0,0,0,0,https://resources.premierleague.com/premierleague/photos/players/110x140/p202993.png,https://resources.premierleague.com/premierleague/flags/UY.png,Tottenham Hotspur,Midfielder
James Maddison,10,England,27,9,5,0,5,0,0,0,https://resources.premierleague.com/premierleague/photos/players/110x140/p172780.png,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,Tottenham Hotspur,Midfielder
Rio Kyerematen,57,England,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague/photos/players/110x140/Photo-Missing.png,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,Tottenham Hotspur,Midfielder
Lucas Bergvall,15,Sweden,22,0,1,0,1,0,0,0,https://resources.premierleague.com/premierleague/photos/players/110x140/p570526.png,https://resources.premierleague.com/premierleague/flags/SE.png,Tottenham Hotspur,Midfielder
Archie Gray,14,England,21,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague/photos/players/110x140/p547701.png,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,Tottenham Hotspur,Midfielder
Callum Olusesi,64,England,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague/photos/players/110x140/p499726.png,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,Tottenham Hotspur,Midfielder
Forward,South,Korea,26,7,9,52,0,0,0,0,https://resources.premierleague.com/premierleague/photos/players/110x140/p85971.png,https://resources.premierleague.com/premierleague/flags/KR.png,Tottenham Hotspur,Korea
Richarlison,9,Brazil,9,2,1,6,0,0,0,0,https://resources.premierleague.com/premierleague/photos/players/110x140/p212319.png,https://resources.premierleague.com/premierleague/flags/BR.png,Tottenham Hotspur,Forward
Timo Werner,16,Germany,18,0,3,8,0,0,0,0,https://resources.premierleague.com/premierleague/photos/players/110x140/p165153.png,https://resources.premierleague.com/premierleague/flags/DE.png,Tottenham Hotspur,Forward
Brennan Johnson,22,Wales,26,9,2,49,0,0,0,0,https://resources.premierleague.com/premierleague/photos/players/110x140/p242898.png,https://resources.premierleague.com/premierleague/flags/GB-WLS.png,Tottenham Hotspur,Forward
Dane Scarlett,44,England,3,0,1,1,0,0,0,0,https://resources.premierleague.com/premierleague/photos/players/110x140/p490145.png,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,Tottenham Hotspur,Forward
Dominic Solanke,19,England,20,7,3,52,0,0,0,0,https://resources.premierleague.com/premierleague/photos/players/110x140/p154566.png,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,Tottenham Hotspur,Forward
Wilson Odobert,28,France,8,0,0,9,0,0,0,0,https://resources.premierleague.com/premierleague/photos/players/110x140/p550839.png,https://resources.premierleague.com/premierleague/flags/FR.png,Tottenham Hotspur,Forward
Mikey Moore,47,England,7,0,1,3,0,0,0,0,https://resources.premierleague.com/premierleague/photos/players/110x140/p499721.png,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,Tottenham Hotspur,Forward
Damola Ajayi,63,England,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague/photos/players/110x140/Photo-Missing.png,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,Tottenham Hotspur,Forward
Mathys Tel,11,France,4,0,0,9,0,0,0,0,https://resources.premierleague.com/premierleague/photos/players/110x140/p511499.png,https://resources.premierleague.com/premierleague/flags/FR.png,Tottenham Hotspur,Forward
Lukasz Fabianski,1,Poland,13,0,0,0,0,2,47,20,https://resources.premierleague.com/premierleague/photos/players/110x140/p37096.png,https://resources.premierleague.com/premierleague/flags/PL.png,West Ham United,Goalkeeper
Alphonse Areola,23,France,18,0,0,0,0,3,55,29,https://resources.premierleague.com/premierleague/photos/players/110x140/p84182.png,https://resources.premierleague.com/premierleague/flags/FR.png,West Ham United,Goalkeeper
Wes Foderingham,21,England,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague/photos/players/110x140/p82143.png,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,West Ham United,Goalkeeper
Aaron Cresswell,3,England,13,0,0,0,0,2,0,0,https://resources.premierleague.com/premierleague/photos/players/110x140/p55459.png,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,West Ham United,Defender
Defender,Czech,Republic,15,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague/photos/players/110x140/p164555.png,https://resources.premierleague.com/premierleague/flags/CZ.png,West Ham United,Republic
Emerson,33,Italy,25,2,1,0,0,1,0,0,https://resources.premierleague.com/premierleague/photos/players/110x140/p109533.png,https://resources.premierleague.com/premierleague/flags/IT.png,West Ham United,Defender
Konstantinos Mavropanos,15,Greece,25,0,0,0,0,2,0,0,https://resources.premierleague.com/premierleague/photos/players/110x140/p233963.png,https://resources.premierleague.com/premierleague/flags/GR.png,West Ham United,Defender
Kaelan Casey,42,England,1,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague/photos/players/110x140/p518438.png,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,West Ham United,Defender
Ollie Scarles,57,England,10,0,0,0,0,1,0,0,https://resources.premierleague.com/premierleague/photos/players/110x140/p536109.png,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,West Ham United,Defender
Maximilian Kilman,26,England,29,0,1,0,0,5,0,0,https://resources.premierleague.com/premierleague/photos/players/110x140/p214048.png,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,West Ham United,Defender
Jean-Clair Todibo,25,France,19,0,0,0,0,1,0,0,https://resources.premierleague.com/premierleague/photos/players/110x140/p462116.png,https://resources.premierleague.com/premierleague/flags/FR.png,West Ham United,Defender
Aaron Wan-Bissaka,29,England,28,2,2,0,0,4,0,0,https://resources.premierleague.com/premierleague/photos/players/110x140/p214590.png,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,West Ham United,Defender
Ezra Mayers,63,England,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague/photos/players/110x140/Photo-Missing.png,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,West Ham United,Defender
Lucas Paquetá,10,Brazil,25,4,0,0,3,0,0,0,https://resources.premierleague.com/premierleague/photos/players/110x140/p224024.png,https://resources.premierleague.com/premierleague/flags/BR.png,West Ham United,Midfielder
Edson Álvarez,19,Mexico,23,0,1,0,1,0,0,0,https://resources.premierleague.com/premierleague/photos/players/110x140/p213999.png,https://resources.premierleague.com/premierleague/flags/MX.png,West Ham United,Midfielder
Midfielder,Czech,Republic,27,7,1,0,1,0,0,0,https://resources.premierleague.com/premierleague/photos/players/110x140/p215439.png,https://resources.premierleague.com/premierleague/flags/CZ.png,West Ham United,Republic
James Ward-Prowse,8,England,15,0,1,0,1,0,0,0,https://resources.premierleague.com/premierleague/photos/players/110x140/p101178.png,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,West Ham United,Midfielder
Mohammed Kudus,14,Ghana,24,3,1,0,3,0,0,0,https://resources.premierleague.com/premierleague/photos/players/110x140/p460842.png,https://resources.premierleague.com/premierleague/flags/GH.png,West Ham United,Midfielder
Lewis Orford,61,England,2,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague/photos/players/110x140/p518442.png,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,West Ham United,Midfielder
Guido Rodríguez,24,Argentina,20,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague/photos/players/110x140/p197024.png,https://resources.premierleague.com/premierleague/flags/AR.png,West Ham United,Midfielder
Carlos Soler,4,Spain,24,1,1,0,2,0,0,0,https://resources.premierleague.com/premierleague/photos/players/110x140/p224860.png,https://resources.premierleague.com/premierleague/flags/ES.png,West Ham United,Midfielder
Michail Antonio,9,Jamaica,14,1,1,19,0,0,0,0,https://resources.premierleague.com/premierleague/photos/players/110x140/p57531.png,https://resources.premierleague.com/premierleague/flags/JM.png,West Ham United,Forward
Danny Ings,18,England,15,1,2,14,0,0,0,0,https://resources.premierleague.com/premierleague/photos/players/110x140/p84939.png,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,West Ham United,Forward
Jarrod Bowen,20,England,25,7,5,65,0,0,0,0,https://resources.premierleague.com/premierleague/photos/players/110x140/p178186.png,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,West Ham United,Forward
Luis Guilherme,17,Brazil,7,0,0,1,0,0,0,0,https://resources.premierleague.com/premierleague/photos/players/110x140/p577114.png,https://resources.premierleague.com/premierleague/flags/BR.png,West Ham United,Forward
Crysencio Summerville,7,Netherlands,19,1,1,14,0,0,0,0,https://resources.premierleague.com/premierleague/photos/players/110x140/p450070.png,https://resources.premierleague.com/premierleague/flags/NL.png,West Ham United,Forward
Niclas Füllkrug,11,Germany,9,2,1,8,0,0,0,0,https://resources.premierleague.com/premierleague/photos/players/110x140/p91889.png,https://resources.premierleague.com/premierleague/flags/DE.png,West Ham United,Forward
Evan Ferguson,34,Ireland,18,1,0,11,0,0,0,0,https://resources.premierleague.com/premierleague/photos/players/110x140/p487117.png,https://resources.premierleague.com/premierleague/flags/IE.png,West Ham United,Forward
José Sá,1,Portugal,22,0,0,0,0,5,58,41,https://resources.premierleague.com/premierleague/photos/players/110x140/p149065.png,https://resources.premierleague.com/premierleague/flags/PT.png,Wolverhampton Wanderers,Goalkeeper
Dan Bentley,25,England,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague/photos/players/110x140/p79602.png,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,Wolverhampton Wanderers,Goalkeeper
Tom King,40,Wales,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague/photos/players/110x140/p138001.png,https://resources.premierleague.com/premierleague/flags/GB-WLS.png,Wolverhampton Wanderers,Goalkeeper
Sam Johnstone,31,England,7,0,0,0,0,0,23,17,https://resources.premierleague.com/premierleague/photos/players/110x140/p101982.png,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,Wolverhampton Wanderers,Goalkeeper
Matt Doherty,2,Ireland,22,2,1,0,0,4,0,0,https://resources.premierleague.com/premierleague/photos/players/110x140/p87835.png,https://resources.premierleague.com/premierleague/flags/IE.png,Wolverhampton Wanderers,Defender
Rayan Aït-Nouri,3,Algeria,28,3,5,0,0,0,0,0,https://resources.premierleague.com/premierleague/photos/players/110x140/p448514.png,https://resources.premierleague.com/premierleague/flags/DZ.png,Wolverhampton Wanderers,Defender
Craig Dawson,15,England,15,0,0,0,0,1,0,0,https://resources.premierleague.com/premierleague/photos/players/110x140/p60232.png,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,Wolverhampton Wanderers,Defender
Nélson Semedo,22,Portugal,25,0,4,0,0,3,0,0,https://resources.premierleague.com/premierleague/photos/players/110x140/p200402.png,https://resources.premierleague.com/premierleague/flags/PT.png,Wolverhampton Wanderers,Defender
Toti Gomes,24,Portugal,22,0,1,0,0,5,0,0,https://resources.premierleague.com/premierleague/photos/players/110x140/p510362.png,https://resources.premierleague.com/premierleague/flags/PT.png,Wolverhampton Wanderers,Defender
Santiago Bueno,4,Uruguay,22,0,0,0,0,3,0,0,https://resources.premierleague.com/premierleague/photos/players/110x140/p231480.png,https://resources.premierleague.com/premierleague/flags/UY.png,Wolverhampton Wanderers,Defender
Wes Okoduwa,61,England,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague/photos/players/110x140/Photo-Missing.png,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,Wolverhampton Wanderers,Defender
Yerson Mosquera,14,Colombia,5,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague/photos/players/110x140/p501837.png,https://resources.premierleague.com/premierleague/flags/CO.png,Wolverhampton Wanderers,Defender
Pedro Lima,37,Brazil,3,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague/photos/players/110x140/p641221.png,https://resources.premierleague.com/premierleague/flags/BR.png,Wolverhampton Wanderers,Defender
Bastien Meupiyou,33,France,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague/photos/players/110x140/Photo-Missing.png,https://resources.premierleague.com/premierleague/flags/FR.png,Wolverhampton Wanderers,Defender
Alfie Pond,46,England,1,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague/photos/players/110x140/Photo-Missing.png,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,Wolverhampton Wanderers,Defender
Defender,Cote,D’Ivoire,7,0,0,0,0,1,0,0,https://resources.premierleague.com/premierleague/photos/players/110x140/p516939.png,https://resources.premierleague.com/premierleague/flags/CI.png,Wolverhampton Wanderers,D’Ivoire
Defender,Burkina,Faso,2,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague/photos/players/110x140/Photo-Missing.png,https://resources.premierleague.com/premierleague/flags/BF.png,Wolverhampton Wanderers,Faso
Boubacar Traoré,6,Mali,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague/photos/players/110x140/Photo-Missing.png,https://resources.premierleague.com/premierleague/flags/ML.png,Wolverhampton Wanderers,Midfielder
Pablo Sarabia,21,Spain,15,1,1,0,1,0,0,0,https://resources.premierleague.com/premierleague/photos/players/110x140/p88484.png,https://resources.premierleague.com/premierleague/flags/ES.png,Wolverhampton Wanderers,Midfielder
