name,number,nation,appearances,goals,assists,shots,big_chances_created,clean_sheets,saves,goals_conceded,player_image,nation_flag,team,position
Goalkeeper,Czech,Republic,1,0,0,0,0,0,1,0,https://resources.premierleague.com/premierleague/photos/players/110x140/p432987.png,https://resources.premierleague.com/premierleague/flags/CZ.png,Liverpool,Republic
Harvey Davies,95,England,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague/photos/players/110x140/Photo-Missing.png,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,Liverpool,Goalkeeper
Joe Gomez,2,England,9,0,0,0,0,1,0,0,https://resources.premierleague.com/premierleague/photos/players/110x140/p171287.png,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,Liverpool,Defender
van Dijk,4,Netherlands,29,1,1,0,0,12,0,0,https://resources.premierleague.com/premierleague/photos/players/110x140/p97032.png,https://resources.premierleague.com/premierleague/flags/NL.png,Liverpool,Defender
Ibrahima Konaté,5,France,23,1,2,0,0,9,0,0,https://resources.premierleague.com/premierleague/photos/players/110x140/p204716.png,https://resources.premierleague.com/premierleague/flags/FR.png,Liverpool,Defender
Kostas Tsimikas,21,Greece,14,0,1,0,0,1,0,0,https://resources.premierleague.com/premierleague/photos/players/110x140/p214285.png,https://resources.premierleague.com/premierleague/flags/GR.png,Liverpool,Defender
Andy Robertson,26,Scotland,27,0,0,0,0,5,0,0,https://resources.premierleague.com/premierleague/photos/players/110x140/p122798.png,https://resources.premierleague.com/premierleague/flags/GB-SCT.png,Liverpool,Defender
Trent Alexander-Arnold,66,England,28,2,6,0,0,4,0,0,https://resources.premierleague.com/premierleague/photos/players/110x140/p169187.png,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,Liverpool,Defender
Jarell Quansah,78,England,10,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague/photos/players/110x140/p441428.png,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,Liverpool,Defender
Defender,Northern,Ireland,12,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague/photos/players/110x140/p492777.png,https://resources.premierleague.com/premierleague/flags/GB-NIR.png,Liverpool,Ireland
Amara Nallo,65,England,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague/photos/players/110x140/Photo-Missing.png,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,Liverpool,Defender
Isaac Mabaya,52,Zimbabwe,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague/photos/players/110x140/Photo-Missing.png,https://resources.premierleague.com/premierleague/flags/ZW.png,Liverpool,Defender
Dominik Szoboszlai,8,Hungary,27,5,3,0,9,0,0,0,https://resources.premierleague.com/premierleague/photos/players/110x140/p424876.png,https://resources.premierleague.com/premierleague/flags/HU.png,Liverpool,Midfielder
Mac Allister,10,Argentina,28,3,3,0,5,0,0,0,https://resources.premierleague.com/premierleague/photos/players/110x140/p243016.png,https://resources.premierleague.com/premierleague/flags/AR.png,Liverpool,Midfielder
Curtis Jones,17,England,24,3,3,0,2,0,0,0,https://resources.premierleague.com/premierleague/photos/players/110x140/p206915.png,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,Liverpool,Midfielder
Harvey Elliott,19,England,11,0,1,0,1,0,0,0,https://resources.premierleague.com/premierleague/photos/players/110x140/p444884.png,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,Liverpool,Midfielder
Wataru Endo,3,Japan,14,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague/photos/players/110x140/p158983.png,https://resources.premierleague.com/premierleague/flags/JP.png,Liverpool,Midfielder
Ryan Gravenberch,38,Netherlands,29,0,2,0,3,0,0,0,https://resources.premierleague.com/premierleague/photos/players/110x140/p441266.png,https://resources.premierleague.com/premierleague/flags/NL.png,Liverpool,Midfielder
James McConnell,53,England,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague/photos/players/110x140/p491501.png,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,Liverpool,Midfielder
Treymaurice Nyoni,98,England,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague/photos/players/110x140/Photo-Missing.png,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,Liverpool,Midfielder
Tyler Morton,80,England,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague/photos/players/110x140/p440148.png,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,Liverpool,Midfielder
Midfielder,Northern,Ireland,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague/photos/players/110x140/Photo-Missing.png,https://resources.premierleague.com/premierleague/flags/GB-NIR.png,Liverpool,Ireland
Luis Díaz,7,Colombia,28,9,4,54,0,0,0,0,https://resources.premierleague.com/premierleague/photos/players/110x140/p244731.png,https://resources.premierleague.com/premierleague/flags/CO.png,Liverpool,Forward
Darwin Núñez,9,Uruguay,23,5,2,30,0,0,0,0,https://resources.premierleague.com/premierleague/photos/players/110x140/p447203.png,https://resources.premierleague.com/premierleague/flags/UY.png,Liverpool,Forward
Mohamed Salah,11,Egypt,29,27,17,106,0,0,0,0,https://resources.premierleague.com/premierleague/photos/players/110x140/p118748.png,https://resources.premierleague.com/premierleague/flags/EG.png,Liverpool,Forward
Cody Gakpo,18,Netherlands,26,8,3,44,0,0,0,0,https://resources.premierleague.com/premierleague/photos/players/110x140/p243298.png,https://resources.premierleague.com/premierleague/flags/NL.png,Liverpool,Forward
Diogo Jota,20,Portugal,18,5,3,35,0,0,0,0,https://resources.premierleague.com/premierleague/photos/players/110x140/p194634.png,https://resources.premierleague.com/premierleague/flags/PT.png,Liverpool,Forward
Federico Chiesa,14,Italy,3,0,0,2,0,0,0,0,https://resources.premierleague.com/premierleague/photos/players/110x140/p223541.png,https://resources.premierleague.com/premierleague/flags/IT.png,Liverpool,Forward
Ranel Young,82,England,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague/photos/players/110x140/Photo-Missing.png,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,Liverpool,Forward
Rio Ngumoha,73,England,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague/photos/players/110x140/Photo-Missing.png,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,Liverpool,Forward
Trent Koné-Doherty,51,Ireland,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague/photos/players/110x140/Photo-Missing.png,https://resources.premierleague.com/premierleague/flags/IE.png,Liverpool,Forward
Stefan Ortega,18,Germany,10,0,0,0,0,2,28,17,https://resources.premierleague.com/premierleague/photos/players/110x140/p88248.png,https://resources.premierleague.com/premierleague/flags/DE.png,Manchester City,Goalkeeper
Ederson,31,Brazil,19,0,0,0,0,5,48,23,https://resources.premierleague.com/premierleague/photos/players/110x140/p121160.png,https://resources.premierleague.com/premierleague/flags/BR.png,Manchester City,Goalkeeper
Scott Carson,33,England,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague/photos/players/110x140/p17601.png,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,Manchester City,Goalkeeper
Spike Brits,80,England,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague/photos/players/110x140/Photo-Missing.png,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,Manchester City,Goalkeeper
Rúben Dias,3,Portugal,18,0,0,0,0,5,0,0,https://resources.premierleague.com/premierleague/photos/players/110x140/p171314.png,https://resources.premierleague.com/premierleague/flags/PT.png,Manchester City,Defender
John Stones,5,England,11,2,0,0,0,1,0,0,https://resources.premierleague.com/premierleague/photos/players/110x140/p97299.png,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,Manchester City,Defender
Nathan Aké,6,Netherlands,10,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague/photos/players/110x140/p126184.png,https://resources.premierleague.com/premierleague/flags/NL.png,Manchester City,Defender
Josko Gvardiol,24,Croatia,28,5,0,0,0,6,0,0,https://resources.premierleague.com/premierleague/photos/players/110x140/p477424.png,https://resources.premierleague.com/premierleague/flags/HR.png,Manchester City,Defender
Manuel Akanji,25,Switzerland,20,0,0,0,0,3,0,0,https://resources.premierleague.com/premierleague/photos/players/110x140/p211975.png,https://resources.premierleague.com/premierleague/flags/CH.png,Manchester City,Defender
Rico Lewis,82,England,23,1,2,0,0,3,0,0,https://resources.premierleague.com/premierleague/photos/players/110x140/p477064.png,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,Manchester City,Defender
Max Alleyne,68,England,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague/photos/players/110x140/Photo-Missing.png,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,Manchester City,Defender
Jahmai Simpson-Pusey,66,England,2,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague/photos/players/110x140/p554194.png,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,Manchester City,Defender
Abdukodir Khusanov,45,Uzbekistan,6,0,0,0,0,2,0,0,https://resources.premierleague.com/premierleague/photos/players/110x140/p578153.png,https://resources.premierleague.com/premierleague/flags/UZ.png,Manchester City,Defender
Vitor Reis,22,Brazil,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague/photos/players/110x140/Photo-Missing.png,https://resources.premierleague.com/premierleague/flags/BR.png,Manchester City,Defender
Mateo Kovacic,8,Croatia,24,4,1,0,5,0,0,0,https://resources.premierleague.com/premierleague/photos/players/110x140/p91651.png,https://resources.premierleague.com/premierleague/flags/HR.png,Manchester City,Midfielder
Jack Grealish,10,England,16,0,1,0,2,0,0,0,https://resources.premierleague.com/premierleague/photos/players/110x140/p114283.png,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,Manchester City,Midfielder
Rodri,16,Spain,2,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague/photos/players/110x140/p220566.png,https://resources.premierleague.com/premierleague/flags/ES.png,Manchester City,Midfielder
De Bruyne,17,Belgium,20,2,6,0,11,0,0,0,https://resources.premierleague.com/premierleague/photos/players/110x140/p61366.png,https://resources.premierleague.com/premierleague/flags/BE.png,Manchester City,Midfielder
Bernardo Silva,20,Portugal,26,2,4,0,8,0,0,0,https://resources.premierleague.com/premierleague/photos/players/110x140/p165809.png,https://resources.premierleague.com/premierleague/flags/PT.png,Manchester City,Midfielder
Phil Foden,47,England,24,7,2,0,7,0,0,0,https://resources.premierleague.com/premierleague/photos/players/110x140/p209244.png,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,Manchester City,Midfielder
James McAtee,87,England,10,2,0,0,0,0,0,0,https://resources.premierleague.com/premierleague/photos/players/110x140/p432714.png,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,Manchester City,Midfielder
Matheus Nunes,27,Portugal,19,0,4,0,6,0,0,0,https://resources.premierleague.com/premierleague/photos/players/110x140/p465351.png,https://resources.premierleague.com/premierleague/flags/PT.png,Manchester City,Midfielder
Oscar Bobb,52,Norway,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague/photos/players/110x140/p477555.png,https://resources.premierleague.com/premierleague/flags/NO.png,Manchester City,Midfielder
Ilkay Gündogan,19,Germany,25,0,3,0,2,0,0,0,https://resources.premierleague.com/premierleague/photos/players/110x140/p59859.png,https://resources.premierleague.com/premierleague/flags/DE.png,Manchester City,Midfielder
Claudio Echeverri,30,Argentina,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague/photos/players/110x140/Photo-Missing.png,https://resources.premierleague.com/premierleague/flags/AR.png,Manchester City,Midfielder
Nico González,14,Spain,5,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague/photos/players/110x140/p465694.png,https://resources.premierleague.com/premierleague/flags/ES.png,Manchester City,Midfielder
Erling Haaland,9,Norway,28,21,3,102,0,0,0,0,https://resources.premierleague.com/premierleague/photos/players/110x140/p223094.png,https://resources.premierleague.com/premierleague/flags/NO.png,Manchester City,Forward
Jérémy Doku,11,Belgium,20,3,4,23,0,0,0,0,https://resources.premierleague.com/premierleague/photos/players/110x140/p248875.png,https://resources.premierleague.com/premierleague/flags/BE.png,Manchester City,Forward
Savinho,26,Brazil,24,1,7,51,0,0,0,0,https://resources.premierleague.com/premierleague/photos/players/110x140/p510281.png,https://resources.premierleague.com/premierleague/flags/BR.png,Manchester City,Forward
Divin Mubama,67,England,1,0,0,1,0,0,0,0,https://resources.premierleague.com/premierleague/photos/players/110x140/Photo-Missing.png,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,Manchester City,Forward
Omar Marmoush,7,Egypt,7,4,0,14,0,0,0,0,https://resources.premierleague.com/premierleague/photos/players/110x140/p438234.png,https://resources.premierleague.com/premierleague/flags/EG.png,Manchester City,Forward
Goalkeeper,Northern,Ireland,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague/photos/players/110x140/Photo-Missing.png,https://resources.premierleague.com/premierleague/flags/GB-NIR.png,Manchester United,Ireland
André Onana,24,Cameroon,29,0,0,0,0,8,80,40,https://resources.premierleague.com/premierleague/photos/players/110x140/p202641.png,https://resources.premierleague.com/premierleague/flags/CM.png,Manchester United,Goalkeeper
Altay Bayindir,1,Turkey,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague/photos/players/110x140/p451302.png,https://resources.premierleague.com/premierleague/flags/TR.png,Manchester United,Goalkeeper
Tom Heaton,22,England,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague/photos/players/110x140/p21205.png,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,Manchester United,Goalkeeper
Elyh Harrison,50,England,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague/photos/players/110x140/Photo-Missing.png,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,Manchester United,Goalkeeper
Hubert Graczyk,48,Poland,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague/photos/players/110x140/p439483.png,https://resources.premierleague.com/premierleague/flags/PL.png,Manchester United,Goalkeeper
Goalkeeper,Northern,Ireland,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague/photos/players/110x140/Photo-Missing.png,https://resources.premierleague.com/premierleague/flags/GB-NIR.png,Manchester United,Ireland
Victor Lindelöf,2,Sweden,8,0,0,0,0,1,0,0,https://resources.premierleague.com/premierleague/photos/players/110x140/p184667.png,https://resources.premierleague.com/premierleague/flags/SE.png,Manchester United,Defender
Harry Maguire,5,England,20,1,0,0,0,1,0,0,https://resources.premierleague.com/premierleague/photos/players/110x140/p95658.png,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,Manchester United,Defender
Lisandro Martínez,6,Argentina,20,2,1,0,0,5,0,0,https://resources.premierleague.com/premierleague/photos/players/110x140/p221820.png,https://resources.premierleague.com/premierleague/flags/AR.png,Manchester United,Defender
Diogo Dalot,20,Portugal,28,0,2,0,0,7,0,0,https://resources.premierleague.com/premierleague/photos/players/110x140/p216051.png,https://resources.premierleague.com/premierleague/flags/PT.png,Manchester United,Defender
Luke Shaw,23,England,2,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague/photos/players/110x140/p106760.png,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,Manchester United,Defender
Defender,Northern,Ireland,6,0,0,0,0,1,0,0,https://resources.premierleague.com/premierleague/photos/players/110x140/p37642.png,https://resources.premierleague.com/premierleague/flags/GB-NIR.png,Manchester United,Ireland
Harry Amass,41,England,1,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague/photos/players/110x140/p577974.png,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,Manchester United,Defender
Habeeb Ogunneye,75,England,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague/photos/players/110x140/Photo-Missing.png,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,Manchester United,Defender
Leny Yoro,15,France,14,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague/photos/players/110x140/p550864.png,https://resources.premierleague.com/premierleague/flags/FR.png,Manchester United,Defender
Noussair Mazraoui,3,Morocco,29,0,1,0,0,3,0,0,https://resources.premierleague.com/premierleague/photos/players/110x140/p230001.png,https://resources.premierleague.com/premierleague/flags/MA.png,Manchester United,Defender
de Ligt,4,Netherlands,27,2,0,0,0,3,0,0,https://resources.premierleague.com/premierleague/photos/players/110x140/p209365.png,https://resources.premierleague.com/premierleague/flags/NL.png,Manchester United,Defender
Godwill Kukonki,87,England,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague/photos/players/110x140/Photo-Missing.png,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,Manchester United,Defender
Ayden Heaven,26,England,2,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague/photos/players/110x140/p606745.png,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,Manchester United,Defender
Patrick Dorgu,13,Denmark,3,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague/photos/players/110x140/p596777.png,https://resources.premierleague.com/premierleague/flags/DK.png,Manchester United,Defender
Tyler Fredricson,55,England,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague/photos/players/110x140/Photo-Missing.png,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,Manchester United,Defender
Toby Collyer,43,England,6,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague/photos/players/110x140/p490881.png,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,Manchester United,Midfielder
Mason Mount,7,England,8,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague/photos/players/110x140/p184341.png,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,Manchester United,Midfielder
Bruno Fernandes,8,Portugal,28,8,9,0,12,0,0,0,https://resources.premierleague.com/premierleague/photos/players/110x140/p141746.png,https://resources.premierleague.com/premierleague/flags/PT.png,Manchester United,Midfielder
Christian Eriksen,14,Denmark,16,0,1,0,3,0,0,0,https://resources.premierleague.com/premierleague/photos/players/110x140/p80607.png,https://resources.premierleague.com/premierleague/flags/DK.png,Manchester United,Midfielder
Casemiro,18,Brazil,19,1,0,0,3,0,0,0,https://resources.premierleague.com/premierleague/photos/players/110x140/p61256.png,https://resources.premierleague.com/premierleague/flags/BR.png,Manchester United,Midfielder
Kobbie Mainoo,37,England,18,0,0,0,4,0,0,0,https://resources.premierleague.com/premierleague/photos/players/110x140/p516895.png,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,Manchester United,Midfielder
Manuel Ugarte,25,Uruguay,21,1,0,0,2,0,0,0,https://resources.premierleague.com/premierleague/photos/players/110x140/p232112.png,https://resources.premierleague.com/premierleague/flags/UY.png,Manchester United,Midfielder
Jayce Fitzgerald,76,England,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague/photos/players/110x140/Photo-Missing.png,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,Manchester United,Midfielder
Jack Fletcher,57,England,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague/photos/players/110x140/Photo-Missing.png,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,Manchester United,Midfielder
Sékou Koné,42,Mali,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague/photos/players/110x140/Photo-Missing.png,https://resources.premierleague.com/premierleague/flags/ML.png,Manchester United,Midfielder
Jack Moorhouse,64,England,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague/photos/players/110x140/Photo-Missing.png,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,Manchester United,Midfielder
Rasmus Højlund,9,Denmark,24,3,0,20,0,0,0,0,https://resources.premierleague.com/premierleague/photos/players/110x140/p497894.png,https://resources.premierleague.com/premierleague/flags/DK.png,Manchester United,Forward
Forward,Cote,D’Ivoire,22,6,6,40,0,0,0,0,https://resources.premierleague.com/premierleague/photos/players/110x140/p493250.png,https://resources.premierleague.com/premierleague/flags/CI.png,Manchester United,D’Ivoire
Alejandro Garnacho,17,Argentina,28,4,1,62,0,0,0,0,https://resources.premierleague.com/premierleague/photos/players/110x140/p493105.png,https://resources.premierleague.com/premierleague/flags/AR.png,Manchester United,Forward
Joshua Zirkzee,11,Netherlands,29,3,1,25,0,0,0,0,https://resources.premierleague.com/premierleague/photos/players/110x140/p458249.png,https://resources.premierleague.com/premierleague/flags/NL.png,Manchester United,Forward
Chido Obi,56,Denmark,3,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague/photos/players/110x140/p596047.png,https://resources.premierleague.com/premierleague/flags/DK.png,Manchester United,Forward
Martin Dúbravka,1,Slovakia,10,0,0,0,0,5,29,12,https://resources.premierleague.com/premierleague/photos/players/110x140/p67089.png,https://resources.premierleague.com/premierleague/flags/SK.png,Newcastle United,Goalkeeper
Nick Pope,22,England,18,0,0,0,0,4,59,26,https://resources.premierleague.com/premierleague/photos/players/110x140/p98747.png,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,Newcastle United,Goalkeeper
Mark Gillespie,29,England,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague/photos/players/110x140/p81441.png,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,Newcastle United,Goalkeeper
John Ruddy,26,England,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague/photos/players/110x140/p19236.png,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,Newcastle United,Goalkeeper
Odysseas Vlachodimos,19,Greece,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague/photos/players/110x140/p111452.png,https://resources.premierleague.com/premierleague/flags/GR.png,Newcastle United,Goalkeeper
Kieran Trippier,2,England,17,0,0,0,0,1,0,0,https://resources.premierleague.com/premierleague/photos/players/110x140/p77794.png,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,Newcastle United,Defender
Sven Botman,4,Netherlands,3,0,0,0,0,1,0,0,https://resources.premierleague.com/premierleague/photos/players/110x140/p220237.png,https://resources.premierleague.com/premierleague/flags/NL.png,Newcastle United,Defender
Fabian Schär,5,Switzerland,24,2,0,0,0,7,0,0,https://resources.premierleague.com/premierleague/photos/players/110x140/p119471.png,https://resources.premierleague.com/premierleague/flags/CH.png,Newcastle United,Defender
Jamaal Lascelles,6,England,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague/photos/players/110x140/Photo-Missing.png,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,Newcastle United,Defender
Matt Targett,13,England,1,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague/photos/players/110x140/p169359.png,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,Newcastle United,Defender
Emil Krafth,17,Sweden,4,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague/photos/players/110x140/p111773.png,https://resources.premierleague.com/premierleague/flags/SE.png,Newcastle United,Defender
Tino Livramento,21,England,27,0,0,0,0,3,0,0,https://resources.premierleague.com/premierleague/photos/players/110x140/p441191.png,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,Newcastle United,Defender
Dan Burn,33,England,27,0,0,0,0,9,0,0,https://resources.premierleague.com/premierleague/photos/players/110x140/p78916.png,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,Newcastle United,Defender
Defender,Northern,Ireland,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague/photos/players/110x140/p194799.png,https://resources.premierleague.com/premierleague/flags/GB-NIR.png,Newcastle United,Ireland
Lewis Hall,20,England,27,0,4,0,0,7,0,0,https://resources.premierleague.com/premierleague/photos/players/110x140/p487838.png,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,Newcastle United,Defender
Sandro Tonali,8,Italy,26,1,1,0,1,0,0,0,https://resources.premierleague.com/premierleague/photos/players/110x140/p432422.png,https://resources.premierleague.com/premierleague/flags/IT.png,Newcastle United,Midfielder
Harvey Barnes,11,England,23,5,2,0,5,0,0,0,https://resources.premierleague.com/premierleague/photos/players/110x140/p201666.png,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,Newcastle United,Midfielder
Jacob Murphy,23,England,25,5,8,0,10,0,0,0,https://resources.premierleague.com/premierleague/photos/players/110x140/p114243.png,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,Newcastle United,Midfielder
Joe Willock,28,England,25,0,2,0,3,0,0,0,https://resources.premierleague.com/premierleague/photos/players/110x140/p200089.png,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,Newcastle United,Midfielder
Sean Longstaff,36,England,21,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague/photos/players/110x140/p180135.png,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,Newcastle United,Midfielder
Bruno Guimarães,39,Brazil,28,3,6,0,11,0,0,0,https://resources.premierleague.com/premierleague/photos/players/110x140/p208706.png,https://resources.premierleague.com/premierleague/flags/BR.png,Newcastle United,Midfielder
Lewis Miley,67,England,8,1,0,0,0,0,0,0,https://resources.premierleague.com/premierleague/photos/players/110x140/p547719.png,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,Newcastle United,Midfielder
Joelinton,7,Brazil,24,4,1,40,0,0,0,0,https://resources.premierleague.com/premierleague/photos/players/110x140/p180974.png,https://resources.premierleague.com/premierleague/flags/BR.png,Newcastle United,Forward
Callum Wilson,9,England,8,0,0,3,0,0,0,0,https://resources.premierleague.com/premierleague/photos/players/110x140/p75115.png,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,Newcastle United,Forward
Anthony Gordon,10,England,26,6,5,54,0,0,0,0,https://resources.premierleague.com/premierleague/photos/players/110x140/p232826.png,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,Newcastle United,Forward
Alexander Isak,14,Sweden,25,19,5,69,0,0,0,0,https://resources.premierleague.com/premierleague/photos/players/110x140/p219168.png,https://resources.premierleague.com/premierleague/flags/SE.png,Newcastle United,Forward
William Osula,18,Denmark,10,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague/photos/players/110x140/p538207.png,https://resources.premierleague.com/premierleague/flags/DK.png,Newcastle United,Forward
Trevan Sanusi,75,England,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague/photos/players/110x140/Photo-Missing.png,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,Newcastle United,Forward
Sean Neave,78,England,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague/photos/players/110x140/Photo-Missing.png,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,Newcastle United,Forward
Matz Sels,26,Belgium,29,0,0,0,0,12,89,35,https://resources.premierleague.com/premierleague/photos/players/110x140/p85633.png,https://resources.premierleague.com/premierleague/flags/BE.png,Nottingham Forest,Goalkeeper
Carlos Miguel,33,Brazil,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague/photos/players/110x140/p475123.png,https://resources.premierleague.com/premierleague/flags/BR.png,Nottingham Forest,Goalkeeper
Wayne Hennessey,13,Wales,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague/photos/players/110x140/p20066.png,https://resources.premierleague.com/premierleague/flags/GB-WLS.png,Nottingham Forest,Goalkeeper
Neco Williams,7,Wales,26,1,1,0,0,6,0,0,https://resources.premierleague.com/premierleague/photos/players/110x140/p215136.png,https://resources.premierleague.com/premierleague/flags/GB-WLS.png,Nottingham Forest,Defender
Harry Toffolo,15,England,3,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague/photos/players/110x140/p114241.png,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,Nottingham Forest,Defender
Defender,Cote,D’Ivoire,5,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague/photos/players/110x140/p90585.png,https://resources.premierleague.com/premierleague/flags/CI.png,Nottingham Forest,D’Ivoire
Ola Aina,34,Nigeria,29,2,1,0,0,11,0,0,https://resources.premierleague.com/premierleague/photos/players/110x140/p159506.png,https://resources.premierleague.com/premierleague/flags/NG.png,Nottingham Forest,Defender
Murillo,5,Brazil,28,1,0,0,0,10,0,0,https://resources.premierleague.com/premierleague/photos/players/110x140/p575476.png,https://resources.premierleague.com/premierleague/flags/BR.png,Nottingham Forest,Defender
